notice,name,inst_type,entity,permco,dt_start,dt_end
"The PERMCOs displayed herein are used with the permission of the Center for Research in Security Prices (CRSP®), Graduate School of Business, The University of Chicago. PERMCO® is a registered trademark of The University of Chicago.",,,,,,
"The University of Chicago and CRSP make no warranty of any kind, express or implied, with respect to the validity, merchantability, fitness, condition, use or appropriateness of the PERMCOs or the links to the PERMCOs displayed herein.",,,,,,
,"FLEMINGTON NATIONAL BANK AND TRUST COMPANY, THE",Bank Holding Company,981604,13347,19900101,19960224
,WESTBANK CORPORATION,Bank Holding Company,1115367,13360,19900101,20070102
,IBS FINANCIAL CORP.,Commercial Bank,2262745,13366,19941013,19980814
,BELMONT BANCORP.,Bank Holding Company,1071379,13376,19900101,20050601
,"CARVER BANCORP, INC.",Thrift holding company,2531245,13396,19961017,20210930
,FIDELITY SOUTHERN CORPORATION,Bank Holding Company,1081118,13403,19941031,20190628
,"NEW ENGLAND COMMUNITY BANCORP, INC.",Bank Holding Company,1132869,13411,19900101,19991201
,NORTHWEST BANCSHARES INC,Thrift holding company,4122722,13413,20091218,20210930
,ALABAMA NATIONAL BANCORPORATION,Bank Holding Company,1141786,13443,19900101,20080223
,SKYLANDS FINANCIAL CORPORATION,Bank Holding Company,2806411,13458,19900101,20000802
,NORTHERN BANK OF COMMERCE,Commercial Bank,2245056,13464,19900101,20000703
,"COVENANT BANCORP, INC.",Bank Holding Company,2558064,13469,19900101,19980116
,CAMCO FINANCIAL CORPORATION,Bank Holding Company,1251256,13496,19941230,20140228
,"PREMIER BANCSHARES, INC.",Bank Holding Company,1357091,13535,19900101,20000114
,L S B FINANCIAL CORP,Thrift holding company,3848379,13544,19950228,20141031
,"SIS BANCORP, INC.",Bank Holding Company,2447270,13559,19950208,19981231
,ALLIANCE MUTUAL HOLDING COMPANY,Commercial Bank,2298883,13597,19950303,20070130
,IBERIABANK CORPORATION,Bank Holding Company,2291914,13657,19950428,20200701
,"MB FINANCIAL, INC.",Bank Holding Company,2754156,13660,19950407,20011106
,"MB FINANCIAL, INC",Bank Holding Company,1090987,13660,20011107,20190329
,"GUARANTY FEDERAL BANCSHARES, INC.",Bank Holding Company,2618940,13662,20000212,20210930
,"COMMUNITY BANK SHARES OF INDIANA, INC.",Bank Holding Company,2356073,13663,19950428,20160909
,PERPETUAL STATE BANK,Commercial Bank,683270,13664,19900101,19960901
,"FP BANCORP, INC.",Bank Holding Company,1031793,13670,19900101,19980523
,"FIRST SOUTHERN BANCSHARES, INC.",Bank Holding Company,2313704,13674,19900101,20020331
,JACKSONVILLE BANCORP INC MD,Thrift holding company,2300982,13685,19950428,20180604
,FNB FINANCIAL SERVICES CORPORATION,Bank Holding Company,1130696,13708,19900101,20070801
,AMERICANWEST BANCORPORATION,Bank Holding Company,1031627,13712,19900101,20101219
,YARDVILLE NATIONAL BANCORP,Bank Holding Company,1138517,13766,19900101,20071026
,MERIT HOLDING CORPORATION,Bank Holding Company,1864218,13804,19900101,19990930
,GUARANTY FINANCIAL CORPORATION,Bank Holding Company,2521406,13811,19900101,20040501
,COMMUNITY FINANCIAL CORP.,Bank Holding Company,2318446,13822,19900101,20050909
,CCF HOLDING COMPANY,Bank Holding Company,2708159,13840,19900101,20080930
,"BNCCORP, INC.",Bank Holding Company,1248162,13845,19900101,20071231
,HABERSHAM BANCORP,Bank Holding Company,1086766,13849,19900101,20110218
,CAPITAL BANCORP,Bank Holding Company,1082115,13878,19900101,19980101
,U.S. TRUST CORPORATION,Bank Holding Company,2309912,13949,19900101,20070702
,BANK OF COMMERCE,Commercial Bank,36063,13953,19900101,19990716
,"AUBURN NATIONAL BANCORPORATION, INC.",Bank Holding Company,1129533,13966,19950929,20210930
,ATLANTIC FINANCIAL CORP.,Bank Holding Company,2463131,13980,19900101,20010227
,DAMEN FINANCIAL CORPORATION,Bank Holding Company,2507697,14012,19900101,19990701
,"ALLEGIANT BANCORP, INCORPORATED",Bank Holding Company,1426812,14016,19900101,20040409
,"1ST INDEPENDENCE FINANCIAL GROUP, INC.",Bank Holding Company,2484202,14019,19900101,20080830
,DESERT COMMUNITY BANK,Commercial Bank,155263,14022,19900101,20070818
,"OAK HILL FINANCIAL, INC.",Bank Holding Company,1070747,14042,19900101,20071201
,COUNTY BANK OF CHESTERFIELD,Commercial Bank,629223,14056,19900101,20001209
,"IMPERIAL CAPITAL BANCORP, INC",Bank Holding Company,3114654,14074,19900101,20080930
,BANNER CORPORATION,Bank Holding Company,2126977,14091,19951130,20210930
,INVESTORS FINANCIAL SERVICES CORP.,Bank Holding Company,2337045,14112,19900101,20070702
,FLUSHING FINANCIAL CORP,Thrift holding company,2393274,14157,19951130,20210930
,PATRIOT BANK CORP.,Bank Holding Company,2410283,14184,19900101,20040610
,"CLASSIC BANCSHARES, INC.",Bank Holding Company,2469245,14273,19900101,20050521
,AREA BANCSHARES CORPORATION,Bank Holding Company,1095571,14277,19900101,20020321
,BROADWAY FINANCIAL CORP DEL,Thrift holding company,3260841,14283,19960131,20210930
,CAPITAL CORP OF THE WEST,Bank Holding Company,2332750,14291,19900101,20090206
,"USABANCSHARES.COM, INC",Bank Holding Company,2351818,14295,19960119,20020201
,"AMERICAN BANCSHARES, INC.",Bank Holding Company,2370770,14342,19900101,20000321
,OHIO VALLEY BANC CORP.,Bank Holding Company,2012436,14355,19960229,20210930
,ORANGE NATIONAL BANCORP,Bank Holding Company,1141777,14361,19960213,19991001
,CALIFORNIA COMMUNITY BANCSHARES CORPORATION,Bank Holding Company,2378422,14434,19900101,19980416
,FFD FINANCIAL CORP,Bank Holding Company,2506805,14499,19960430,20120629
,RESOURCE BANKSHARES CORPORATION,Bank Holding Company,2693358,14524,19900101,20040401
,CAPITAL CROSSING BANK,Commercial Bank,1167889,14526,19900101,20070215
,"SANDY SPRING BANCORP, INC.",Bank Holding Company,1248304,14531,19960430,20210930
,"SOUTHWEST BANKS, INC.",Bank Holding Company,1406944,14554,19900101,19981230
,FIRST FEDERAL BANCSHARES ARK INC,Thrift holding company,3832015,14587,19960531,20180420
,BANK CORPORATION OF GEORGIA,Bank Holding Company,1081181,14597,19900101,19971217
,PACIFIC CAPITAL BANCORP,Bank Holding Company,1029884,14615,19900101,20120930
,FIRST FINANCIAL CORP.,Bank Holding Company,1114799,14616,19900101,20020417
,"PREMIER FINANCIAL BANCORP, INC.",Bank Holding Company,2007647,14633,19960531,20210917
,TYSONS NATIONAL BANK,Bank Holding Company,1867602,14660,19900101,19990717
,"COMMERCESOUTH, INC.",Bank Holding Company,1398834,14672,19900101,20031231
,CENTURY FINANCIAL CORPORATION,Bank Holding Company,1249262,14686,19900101,19980513
,COMMERCIAL NATL FINL CP/PA,Bank Holding Company,1823738,14687,19900101,20120629
,BYL BANCORP,Bank Holding Company,2611101,14709,19900101,20011101
,"COMM BANCORP, INCORPORATED",Bank Holding Company,1118229,14729,19900101,20110101
,"CENTER BANCORP, INC.",Bank Holding Company,1048764,14751,19960628,20210930
,SECURITY BANK CORPORATION,Commercial Bank,855929,14759,19900101,19990323
,DIME COMMUNITY BANCSHARES,Thrift holding company,2487650,14762,19960628,20210129
,"PROVIDENT FINANCIAL HOLDINGS, INC.",Thrift holding company,3632493,14778,19960628,20210930
,"CASS INFORMATION SYSTEMS, INC.",Bank Holding Company,1098648,14781,19960731,20210930
,OCEANFIRST FINANCIAL CORP.,Thrift holding company,2609975,14795,19960731,20210930
,"ABIGAIL ADAMS NATIONAL BANCORP, INC.",Bank Holding Company,1075500,14811,19900101,20110517
,"GLASTONBURY BANK AND TRUST COMPANY, THE",Commercial Bank,1013708,14820,19900101,20000513
,BANK OF LOS ANGELES,Commercial Bank,662864,14853,19900101,19981024
,CALIFORNIA INDEPENDENT BANCORP,Bank Holding Company,2299125,14855,19900101,20040107
,NORTH COUNTRY BANCORP,Bank Holding Company,1029932,14903,19900101,20011001
,E*TRADE FINANCIAL CORPORATION,Thrift holding company,3412583,14915,20000110,20201030
,"BEVERLY BANCORPORATION, INC.",Bank Holding Company,1200982,14924,19900101,19980702
,R&G FINANCIAL CORPORATION,Bank Holding Company,2452180,14925,19900101,20041231
,"GRAND PREMIER FINANCIAL, INC.",Bank Holding Company,2441559,14928,19900101,20000402
,"SUN BANCORP, INC",Bank Holding Company,1139242,14938,19960830,20180131
,FIRST M & F CORPORATION,Bank Holding Company,1095982,14940,19960930,20130830
,GREATER BAY BANCORP,Bank Holding Company,1136531,14946,19900101,20110801
,INDEPENDENT FINANCIAL NETWORK,Bank Holding Company,1031168,14954,19900101,20011230
,CENTRUE FINANCIAL CORPORATION,Bank Holding Company,1206591,14996,19900101,20110331
,"PREMIER COMMUNITY BANKSHARES, INC.",Bank Holding Company,1826047,15009,19900101,20070714
,SOUTH STREET FINANCIAL CORP.,Bank Holding Company,2465313,15016,19961003,20070404
,BRITTON & KOONTZ CAPITAL CORPORATION,Bank Holding Company,1084212,15045,19961031,20120731
,SUMMIT BANK CORPORATION,Bank Holding Company,1247660,15055,19900101,20061230
,"GOLD BANC CORPORATION, INC.",Bank Holding Company,1050600,15150,19900101,20060401
,GOLETA NATIONAL BANK,Commercial Bank,1412712,15152,19961119,19971230
,COMMUNITY WEST BANCSHARES,Bank Holding Company,2626299,15152,19971231,20210930
,PACIFIC CAPITAL BANCORP,Bank Holding Company,1031766,15169,19900101,19981231
,BEVERLY HILLS BANCORP INC.,Commercial Bank,3312227,15247,20040818,20090130
,FIRST MARINER BANCORP,Bank Holding Company,2322304,15250,19900101,20110630
,RIVER VALLEY BANCORP,Bank holding company,2466981,15251,19961231,20160229
,ADVANCE FINANCIAL BANCORP,Commercial Bank,2806176,15263,19970102,20041230
,"WAYNE BANCORP, INC.",Bank Holding Company,1137592,15265,19900101,20041005
,BANK OF SANTA CLARA,Commercial Bank,231961,15274,19900101,20040202
,"AMEGY BANCORPORATION, INC.",Bank Holding Company,2384021,15289,19900101,20051203
,"CAPITAL CITY BANK GROUP, INC.",Bank Holding Company,1085509,15307,19970228,20210930
,HIGH POINT FINANCIAL CORP.,Bank Holding Company,1048746,15308,19900101,19990715
,COAST BANCORP,Bank Holding Company,3003570,15345,19900101,20000331
,WINTRUST FINANCIAL CORPORATION,Bank Holding Company,2260406,15385,19970331,20210930
,"FIRSTFED BANCORP, INC.",Bank Holding Company,2376567,15417,19900101,20050930
,"FIRST STERLING BANKS, INCORPORATED",Bank Holding Company,2236447,15424,19900101,20060601
,"FIRST SOUTH BANCORP, INC.",Bank Holding Company,2521509,15426,19970430,20171031
,"CODORUS VALLEY BANCORP, INC.",Bank Holding Company,1142475,15450,19970430,20210930
,"FLAGSTAR BANCORP, INC.",Thrift holding company,3852022,15454,19970430,20210930
,GREATER COMMUNITY BANCORP,Bank Holding Company,1134023,15480,19900101,20080701
,"PATHFINDER BANCORP, M.H.C.",Commercial Bank,2368964,15490,19970530,20141016
,PATHFINDER BANCORP INC,Bank Holding Company,2596776,15490,20141017,20210930
,WESTERN BANCORP,Bank Holding Company,1031775,15508,19900101,19991116
,TIB FINANCIAL CORP.,Bank Holding Company,2457943,15532,19900101,20120331
,"PACIFIC PREMIER BANCORP, INC.",Bank Holding Company,3489594,15547,20070330,20210930
,"MONOCACY BANCSHARES, INCORPORATED",Bank Holding Company,2127871,15554,19900101,19981201
,COMMUNITY FIRST BANKING COMPANY,Bank Holding Company,2569266,15559,19900101,20011213
,CLARKSTON 16TH AVENUE BRANCH,Commercial Bank,77374,15569,19970702,20061130
,"PHS BANCORP, M.H.C.",Bank Holding Company,2561215,15588,19981110,20011220
,PHSB FINANCIAL CORPORATION,Bank Holding Company,3051188,15588,20011221,20050211
,VIRGINIA COMMONWEALTH FINANCIAL CORPORATION,Bank Holding Company,1478026,15593,19900101,20020119
,BANK OZK,Non Member Bank,107244,15596,19970731,20210930
,BANK OF THE OZARKS INC,Bank Holding Company,1097089,15596,19970731,20170626
,COMMUNITY BANCORP INC.,Bank Holding Company,2801050,15600,19900101,20061027
,LAKELAND FINANCIAL CORPORATION,Bank Holding Company,1208906,15657,19970829,20210930
,SHORE FINANCIAL CORPORATION,Bank Holding Company,2639011,15662,19900101,20080601
,VALLEY INDEPENDENT BANK,Commercial Bank,877369,15669,19970825,19980312
,VIB CORP,Bank Holding Company,2626646,15669,19980313,20021226
,VIRGINIA COMMERCE BANK,Commercial Bank,1190074,15675,19970902,19991222
,"VIRGINIA COMMERCE BANCORP, INC.",Bank Holding Company,2856377,15675,19991223,20140131
,"FIRST INTERNATIONAL BANCORP, INC.",Bank Holding Company,1137695,15703,19900101,20010807
,"CENTURY BANCSHARES, INC.",Bank Holding Company,1130847,15704,19900101,20011208
,"PRIME BANCSHARES, INC.",Bank Holding Company,1109517,15719,19900101,20021219
,"ANNAPOLIS BANCORP, INC.",Bank Holding Company,1472257,15728,19971031,20130405
,"CNBT BANCSHARES, INC.",Bank Holding Company,2691840,15732,19900101,20040412
,"NORTHWAY FINANCIAL, INC.",Bank Holding Company,2582827,15734,19900101,20070630
,AMBASSADOR BANK OF THE COMMONWEALTH,Commercial Bank,1496020,15762,19900101,19980912
,"SUCCESS BANCSHARES, INC.",Bank Holding Company,1139457,15769,19900101,20011116
,SIX RIVERS NATIONAL BANK,Commercial Bank,1425020,15772,19900101,20040101
,VRB BANCORP,Bank Holding Company,1031298,15807,19900101,20001201
,"BAY BANCSHARES, INC.",Bank Holding Company,1108435,15808,19900101,20010330
,INTERVEST BANCSHARES CORPORATION,Bank Holding Company,2049302,15848,19971128,20150210
,SECURITY BANK CORPORATION,Bank Holding Company,2244358,15864,19900101,20090724
,CAPITAL BANK CORPORATION,Bank Holding Company,2741156,15901,19900101,20120331
,BOE FINANCIAL SERVICES OF VA,Bank Holding Company,2905734,15902,19900101,20080601
,"WARWICK COMMUNITY BANCORP, INC.",Bank Holding Company,2615770,15903,19900101,20041001
,BOREL PRIVATE BANK AND TRUST COMPANY,Commercial Bank,208169,15904,19900101,20110528
,"EASTERN VIRGINIA BANKSHARES, INC.",Bank Holding Company,2626691,15912,19980130,20170623
,"MAHONING NATIONAL BANCORP, INC.",Bank Holding Company,1980891,15913,19900101,19990930
,SLADE'S FERRY BANCORP,Bank Holding Company,1820700,15915,19900101,20080301
,"MYSTIC FINANCIAL, INC.",Commercial Bank,2628529,15917,19980109,20050107
,HERITAGE FINANCIAL CORPORATION,Bank Holding Company,2166124,15918,19980130,20210930
,"TIMBERLAND BANCORP, INC.",Bank Holding Company,2621548,15921,19980130,20210930
,LONG ISLAND COMMERCIAL BANK,Commercial Bank,1438589,15922,19980114,19990127
,LONG ISLAND FINANCIAL CORP.,Bank Holding Company,2745752,15922,19990128,20051230
,C&F FINANCIAL CORPORATION,Bank Holding Company,2183493,15926,19980130,20210930
,STERLING FINANCIAL CORPORATION,Bank Holding Company,1143829,15931,19900101,20080405
,"NARA BANCORP, INC.",Bank Holding Company,2961879,15933,20010202,20210930
,"HOPFED BANCORP, INC.",Thrift holding company,3832556,15956,19980227,20190726
,REPUBLIC BANKING CORPORATION OF FLORIDA,Bank Holding Company,1079610,15968,19980212,19990715
,"MIDWEST BANC HOLDINGS, INC.",Bank Holding Company,1209828,15982,19900101,20100331
,NORWOOD FINANCIAL CORP.,Bank Holding Company,2365356,15993,19980331,20210930
,COWLITZ BANCORPORATION,Bank Holding Company,1984040,16006,19900101,20100730
,"CAVALRY BANCORP, INC.",Bank Holding Company,3072923,16014,19900101,20060316
,INDEPENDENCE COMMUNITY BANK CORP.,Bank Holding Company,1952441,16016,19900101,19980313
,"BANCORP RHODE ISLAND, INC.",Bank Holding Company,2896458,16022,19900101,20110930
,"GULF WEST BANKS, INC.",Bank Holding Company,2267553,16025,19900101,20020901
,"BROOKLINE BANCORP, INC.",Bank Holding Company,2631510,16026,19980331,20210930
,UMPQUA HOLDINGS CORPORATION,Bank Holding Company,2747644,16035,19990313,20210930
,"COLONY BANKCORP, INC.",Bank Holding Company,1085170,16037,19980430,20210930
,NORTH VALLEY BANCORP,Bank Holding Company,1029334,16041,19980430,20141003
,"DEARBORN BANCORP, INC.",Bank Holding Company,2193906,16046,19900101,20110630
,FRONTIER FINANCIAL CORPORATION,Bank Holding Company,1031346,16053,19900101,20091231
,"FIRST NIAGARA FINANCIAL GROUP, INC.",Bank Holding Company,2648693,16060,19980430,20160729
,"UNION NATIONAL BANCORP, INC.",Bank Holding Company,2227258,16062,19900101,20000714
,"MAIN STREET BANCORP, INC",Bank Holding Company,2674302,16079,19900101,20020309
,JEFFERSONVILLE BANCORP,Bank Holding Company,1048504,16084,19900101,20120629
,REGENCY BANCORP,Bank Holding Company,2283496,16096,19900101,19991007
,"SOUTHSIDE BANCSHARES, INCORPORATED",Bank Holding Company,1245068,16107,19980529,20210930
,CENTRAL COAST BANCORP,Bank Holding Company,2263407,16114,19900101,20060201
,"GUARANTY BANCSHARES, INC.",Bank Holding Company,1862036,16115,19900101,20050630
,"HERITAGE BANCORP, INC.",Bank Holding Company,742225,16116,19900101,20011101
,"GLB BANCORP, INC.",Bank Holding Company,2571755,16117,19900101,20031019
,DROVERS BANCSHARES CORPORATION,Bank Holding Company,1117222,16132,19900101,20010701
,POINTE FINANCIAL CORPORATION,Bank Holding Company,2224257,16151,19900101,20050506
,"COBIZ FINANCIAL, INC.",Bank Holding Company,1060328,16163,19980630,20180928
,WASHINGTON BANKING COMPANY,Bank Holding Company,2406174,16173,19980630,20140430
,PNB FINANCIAL GROUP,Bank Holding Company,1030808,16175,19900101,19981231
,"SVB FINANCIAL SERVICES, INC.",Bank Holding Company,2473484,16197,19900101,20050701
,FNB CORPORATION,Bank Holding Company,2432614,16199,19900101,20080228
,"PROVIDENT COMMUNITY BANCSHARES, INC.",Bank Holding Company,3177341,16200,19900101,20110930
,"BCSB BANCORP, INC.",Bank Holding Company,3832949,16202,20080410,20140214
,UNITED COMMUNITY FINANCIAL CORPORATION,Thrift holding company,3831250,16204,19980731,20200131
,MID-STATE BANCSHARES,Bank Holding Company,2516943,16209,19900101,20070501
,CARDINAL FINANCIAL CORPORATION,Bank Holding Company,2682996,16213,19980731,20170421
,"PSB BANCORP, INC.",Bank Holding Company,2625489,16216,19900101,20070402
,BWC FINANCIAL CORP.,Bank Holding Company,1029576,16220,19900101,20061016
,"REPUBLIC BANCORP, INC.",Bank Holding Company,1097025,16222,19980731,20210930
,"CFS BANCORP, INC.",Thrift holding company,3632484,16231,19980731,20131112
,"FLORIDA BANKS, INC.",Bank Holding Company,2693219,16242,19900101,20040716
,"MERRILL MERCHANTS BANCSHARES, INC.",Bank Holding Company,2009294,16259,19900101,20070608
,BANKFIRST CORPORATION,Bank Holding Company,1427118,16270,19900101,20001228
,"ADMIRALTY BANCORP, INC.",Bank Holding Company,2142548,16287,19900101,20030426
,FIRST BUSEY CORPORATION,Bank Holding Company,1203602,16290,19981030,20210930
,CNY FINANCIAL CORPORATION,Bank Holding Company,2714833,16293,19981006,20000707
,ROCKINGHAM HERITAGE BANK,Commercial Bank,1495331,16298,19900101,20070714
,CNB FINANCIAL CORPORATION,Bank Holding Company,1118340,16300,19981030,20210930
,COMMUNITY BANCORP OF NEW JERSEY,Bank Holding Company,2826389,16303,19900101,20040709
,"UCBH HOLDINGS, INC.",Bank Holding Company,2694814,16308,19900101,20090930
,COLUMBIA BANCORP,Bank Holding Company,2378440,16311,19900101,20091231
,"PROSPERITY BANCSHARES, INC.",Bank Holding Company,1109599,16313,19981130,20210930
,COMMUNITY FIRST NATIONAL BANK,Commercial Bank,417064,16318,19900101,20000829
,WILSHIRE STATE BANK,Commercial Bank,382667,16321,19981119,20040831
,"WILSHIRE BANCORP, INC.",Bank Holding Company,3248513,16321,20040826,20160729
,SEACOAST FINANCIAL SERVICES CORPORATION,Bank Holding Company,2252858,16322,19981120,20040723
,"ECB BANCORP, INC.",Bank Holding Company,2686659,16328,19981231,20130328
,"VAIL BANKS, INC.",Bank Holding Company,2141028,16339,19900101,20060901
,SUPERIOR BANCORP,Bank Holding Company,2731858,16340,19900101,20110415
,"UNITED FINANCIAL HOLDINGS, INC.",Bank Holding Company,1083354,16345,19900101,20030301
,"METROCORP BANCSHARES, INC.",Bank Holding Company,2344799,16351,19981231,20140116
,LAMAR CAPITAL CORPORATION,Bank Holding Company,1141414,16354,19900101,20010701
,"VIRGINIA CAPITAL BANCSHARES, INC.",Bank Holding Company,2767585,16359,19981223,20010627
,INNES STREET FINANCIAL CORPORATION,Bank Holding Company,2953650,16362,19981229,20011231
,LINCOLN BANCORP,Bank Holding Company,3313354,16363,19981230,20081231
,ONEIDA FINANCIAL CORP.,Thrift holding company,2728625,16364,19981231,20151204
,CENTRAL FEDERAL CORP,Thrift holding company,3828577,16365,19981231,20210930
,FIRST CAPITAL INC,Thrift holding company,2867458,16367,19990129,20210930
,FIRST WESTERN BANK,Commercial Bank,2640772,16370,19900101,20020101
,"GB&T BANCSHARES, INC.",Bank Holding Company,2670573,16371,19900101,20080501
,"PROVIDENT NEW YORK BANCORP, INC.",Thrift holding company,3083291,16374,20040114,20210930
,CRESCENT BANKING COMPANY,Bank Holding Company,1958827,16375,19900101,20100723
,ALLIANCE FINANCIAL CORPORATION,Bank Holding Company,1140510,16380,19900101,20130309
,"CNB FLORIDA BANCSHARES, INC.",Bank Holding Company,1143016,16390,19900101,20040716
,"ELDORADO BANCSHARES, INC.",Bank Holding Company,2454894,16393,19900101,20010331
,"EAST WEST BANCORP, INC.",Bank Holding Company,2734233,16402,19990226,20210930
,YADKIN VALLEY FINANCIAL CORPORATION,Bank Holding Company,3432965,16427,20060701,20170310
,TROY FINANCIAL CORPORATION,Bank Holding Company,2767633,16456,19990331,20040116
,"CAPITOL FEDERAL FINANCIAL, INC.",Thrift holding company,4226910,16457,20101222,20210930
,"FIRST BANCORP OF INDIANA, INC.",Bank Holding Company,3832284,16464,19990407,20080507
,AMERICAN NATIONAL BANKSHARES INC.,Bank Holding Company,1076691,16487,19990430,20210930
,"1ST STATE BANCORP, INC.",Bank Holding Company,2776813,16491,19900101,20060103
,CITY BANK,Commercial Bank,456474,16572,19900101,20100417
,BANK OF THE SIERRA,Commercial Bank,662369,16578,19990610,20010809
,SIERRA BANCORP,Bank Holding Company,2976396,16578,20010810,20210930
,"TEAM FINANCIAL, INC.",Bank Holding Company,1138795,16598,19900101,20080930
,"FINANCIAL INSTITUTIONS, INC.",Bank Holding Company,1032464,16609,19990630,20210930
,"PRIVATEBANCORP, INC.",Bank Holding Company,1839319,16624,19990630,20170622
,"GREENE COUNTY BANCORP, INC",Commercial Bank,2728607,16640,19990730,20210930
,"HUDSON CITY BANCORP, INC.",Commercial Bank,2367556,16646,19990730,20151030
,"FIRST BANCORP, INC., THE",Bank Holding Company,1133932,16649,19990730,20210930
,WESTERN SIERRA BANCORP,Bank Holding Company,2508788,16679,19900101,20060603
,"EVERTRUST FINANCIAL GROUP, INC.",Bank Holding Company,2115757,17170,19991004,20041015
,"ROME, MHC",Commercial Bank,2823351,17181,19991006,20110331
,"EAGLE BANCORP, INC.",Bank Holding Company,2652104,17183,19991029,20210930
,RHBT FINANCIAL CORPORATION,Bank Holding Company,2803036,17318,19900101,20020630
,"NATIONAL BANKSHARES, INC.",Bank Holding Company,1139925,17469,19991231,20210930
,MACATAWA BANK CORPORATION,Bank Holding Company,2634696,17665,19991231,20210930
,"FAUQUIER BANKSHARES, INC.",Bank Holding Company,1076600,17667,19991231,20210331
,BANK OF MARIN,Commercial Bank,1436204,17669,19991227,20070701
,BANK OF MARIN BANCORP,Bank Holding Company,3590388,17669,20070702,20210930
,"MUTUALFIRST FINANCIAL, INC.",Bank Holding Company,3175794,17670,19991231,20200424
,LNB BANCORP INC.,Bank Holding Company,1071669,17957,20000229,20150814
,"LAKELAND BANCORP, INC.",Bank Holding Company,1404799,18304,20000229,20210930
,HUMBOLDT BANCORP,Bank Holding Company,2349860,18707,19900101,20040710
,"PEOPLES COMMUNITY BANCORP, INC",Commercial Bank,3296877,18710,20000330,20090731
,"BSD BANCORP, INC.",Bank Holding Company,1028560,20249,19860630,19930930
,BANKBOSTON CORPORATION,Bank Holding Company,1112076,20264,19860630,19991001
,"BANK OF NEW YORK COMPANY, INC.",Bank Holding Company,1033470,20265,19860630,20070701
,"BANK OF NEW YORK MELLON CORPORATION, THE",Bank Holding Company,3587146,20265,20070701,20210930
,BANKERS TRUST CORPORATION,Bank Holding Company,1032473,20266,19860630,19990630
,CHASE MANHATTAN CORPORATION,Bank Holding Company,1040795,20432,19860630,19960331
,JPMORGAN CHASE & CO.,Bank Holding Company,1039502,20436,19860630,20210930
,CITICORP,Bank Holding Company,1042351,20456,19860630,19981007
,"CITIZENS FIRST BANCORP, INC.",Bank Holding Company,1048607,20457,19860630,19940930
,CITIGROUP INC.,Bank Holding Company,1951350,20483,19881215,20210930
,CONTINENTAL BANK CORPORATION,Bank Holding Company,1020603,20511,19860630,19940831
,EQUIMARK CORPORATION,Bank Holding Company,1069479,20660,19860630,19930115
,FIRST CHICAGO CORPORATION,Bank Holding Company,1201028,20712,19860630,19951130
,"FIRST CITY BANCORPORATION OF TEXAS, INC.",Bank Holding Company,1249338,20713,19880729,19921103
,FIRST FIDELITY BANCORPORATION,Bank Holding Company,1248612,20717,19880229,19951231
,FIRST INTERSTATE BANCORP,Bank Holding Company,1023538,20720,19860630,19960401
,FIRST PENNSYLVANIA CORP,Bank Holding Company,1116113,20722,19860630,19900304
,"FIRST VIRGINIA BANKS, INC.",Bank Holding Company,1071968,20724,19860630,20030702
,FIRSTAR HOLDINGS CORPORATION,Bank Holding Company,1199479,20726,19860630,20000101
,FLEETBOSTON FINANCIAL CORPORATION,Bank Holding Company,1113514,20734,19860630,20040401
,GUARDIAN BANCORP,Bank Holding Company,1031412,20856,19880229,19950120
,LA JOLLA BANCORP,Bank Holding Company,1029978,21076,19860630,19900823
,MANUFACTURERS HANOVER CORPORATION,Bank Holding Company,1035296,21150,19860630,19911231
,J.P. MORGAN & CO. INCORPORATED,Bank Holding Company,1037115,21222,19860630,20001231
,MORGAN STANLEY,Bank Holding Company,2162966,21224,19930602,20210930
,WELLS FARGO & COMPANY,Bank Holding Company,1120754,21305,19860630,20210930
,REPUBLIC NEW YORK CORPORATION,Bank Holding Company,1021075,21506,19860630,19991231
,"CHARLES SCHWAB CORPORATION, THE",Bank Holding Company,1026632,21578,19870930,20210930
,SIGNET BANKING CORPORATION,Bank Holding Company,1072107,21619,19860630,19971129
,SOUTHEAST BANKING CORPORATION,Bank Holding Company,1077689,21639,19860630,19910919
,STERLING BANCORP,Bank Holding Company,1039454,21670,19860630,20131031
,"SUNTRUST BANKS, INC.",Bank Holding Company,1131787,21691,19860630,20191206
,SUMMIT BANCORP,Bank Holding Company,1033872,21822,19860630,20010301
,WELLS FARGO & COMPANY,Bank Holding Company,1027095,21902,19860630,19980930
,"BOATMEN'S ARKANSAS, INC",Bank Holding Company,1093942,21939,19860630,19970816
,IRVING BANK CORP,Bank Holding Company,1033313,24906,19860630,19881230
,WACHOVIA CORPORATION,Bank Holding Company,1136157,25115,19860630,20010901
,FIRST WYOMING BANCORP,Bank Holding Company,1049686,25514,19860630,19881229
,WHITNEY HOLDING CORPORATION,Bank Holding Company,1079740,26508,19900101,20110605
,"CENTURA BANKS, INC.",Bank Holding Company,1826056,28913,19900101,20101101
,"NORTHRIM BANCORP, INC.",Bank Holding Company,3025385,28947,20020101,20210930
,MBNA CORPORATION,Bank Holding Company,1871159,28976,19900101,20060101
,SC BANCORP,Bank Holding Company,1029110,28991,19900101,19971011
,REDWOOD EMPIRE BANCORP,Bank Holding Company,1426997,29089,19900101,20050301
,FIRST COMMONWEALTH FINANCIAL CORPORATION,Bank Holding Company,1071306,29505,19920630,20210930
,"MIDSOUTH BANCORP, INC.",Bank Holding Company,1086654,29811,19930430,20190920
